annee_scolaire;diplome;libelle_diplome;code_niveau;type_diplome;code_groupe_specialite;libelle_specialite;libelle_specialite_com;id_og;libelle_og;id_etab;nom_complet_cfa;numero_section;duree_formation_mois;annee_formation;id_siteformation;code_uai_site;libelle_lien_cfa;nom_site_formation;adresse1_site;adresse2_site;adresse3_site;code_commune_site_insee;code_postal_site;libelle_ville_site;num_section;age_jeune_decembre;handicap_oui_non_vide;code_sexe;sexe;code_qualite;libelle_qualite;code_nationalite;libelle_nationalite;code_pcs;libelle_pcs_parent;code_statut_jeune;libelle_statut_jeune;code_origine_prec_cfa;libelle_origine_prec_cfa;code_origine_annee_prec;libelle_origine_annee_prec;code_depart_jeune_insee;code_commune_jeune_insee;code_postal_jeune;libelle_ville_jeune;code_naf_entreprise;depart_entreprise;code_insee_entreprise;code_uai_etab_annee_prec
11/12;50025215;Maintenance des véhicules automobiles option : véhicules industriels (CAP);5;CAP;252;Moteurs et mécanique auto;Moteurs et mécanique auto;362;Association pour le Développement de la Formation dans le transport - AFT;457;CFA des Métiers du Transport et de la Logistique - Tremblay S/ Maudre;4;24;1;2490;0780762E;Local du CFA;CFATL - CFA des Métiers du Transport et de la Logistique;43 rue du Général de Gaulle;;;78623;78490;LE-TREMBLAY-SUR-MAULDRE;4;16;;M;Masculin;I;Interne;1;France;61;Ouvrier qualifié;A;Contrat d'apprentissage;27;3EME TECHNOLOGIQUE (en collège);27;3EME TECHNOLOGIQUE (en collège);28;28348;28350;ST LUBIN DES JONCHERETS;4531Z;28;28134;27
11/12;40033101;Optique lunetterie (BAC PRO);4;BAC PRO;331;Santé;Santé, sanitaire et social;29;Association pour l'Enseignement Privé de l'Optique;31;CFA de l'optique - AEPO;9;36;2;64;0751457B;Local du CFA;CFA de l'Optique;163 rue de Sèvres;;;75115;75015;PARIS;9;17;;F;Féminin;E;Externe;1;France;37;Cadre administratif et commercial d'entreprise;A;Contrat d'apprentissage;91;2EME ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE);89;1ERE ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE);28;28424;28160;YEVRES;4778A;28;28280;0751457B
11/12;16531211;Diplôme de l'institut des hautes études économiques et commerciales (gr MASTER INSEEC);1;DIP GVM;312;Commerce, vente;Commerce, vente;137;Association pour le Développement par les Entreprises de Sections d'Apprentissage;180;CFA des Sections d'Apprentissage Créées par les Entreprises Franciliennes;42;12;1;583;0754295L;Convention L6231-3;Institut des Hautes Etudes Economique et de Communication;27 avenue Claude Vellefaux;;;75119;75010;PARIS;42;23;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;69;AUTRE SCOLARITE SUPERIEURE;69;AUTRE SCOLARITE SUPERIEURE;77;77407;77310;SAINT-FARGEAU-PONTHIERRY;3523Z;75;75115;0754295L
11/12;45022708;Monteur en installations de génie climatique (BP);4;BP;227;Energie, génie climatique (y compris énergie nucléaire, thermique, hydraulique, utilités : froid, climatis., chauffage);Énergie, climatisation;57;Chambre de Commerce et d'Industrie de Versailles Val d'Oise - Yvelines;369;CFA de la CCIV - ITEDEC;2;24;1;1894;0781897N;Local du CFA;CFA IFABTP;21 rue du Chantier d'Hérubé;;;78029;78410;AUBERGENVILLE;2;21;O;M;Masculin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;75;2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);75;2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);78;78267;78440;GARGENVILLE;4322B;78;78267;0781897N
11/12;50022136;Pâtissier (CAP);5;CAP;221;Agro-alimentaire, alimentation, cuisine;Agro-alimentaire, alimentation, cuisine;63;Chambre de Commerce et d'Industrie de Paris;90;CFA CCIP - Ecole de l'Environnement et du Cadre de Vie - TECOMAH;39;12;1;144;0780851B;Annexe du CFA;TECOMAH, l'Ecole de l'Environnement et du Cadre de Vie;Chemin de l'Orme Rond;;;78322;78350;JOUY-EN-JOSAS;39;22;;M;Masculin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;91;2EME ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE);75;2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);78;78646;78000;VERSAILLES;1071C;78;78646;78
11/12;40025207;Maintenance des véhicules automobiles option : voitures particulières (BAC PRO);4;BAC PRO;252;Moteurs et mécanique auto;Moteurs et mécanique auto;205;Association Faculte des Metiers de l'Essonne;361;CFA de la Faculté des Métiers de l'Essonne;116;36;2;2020;0912267V;Local du CFA;CFA FDME - Site d'EVRY;3 Chemin de la Grange Feu Louis;;;91228;91000;EVRY;116;18;;M;Masculin;D;Demi-pensionnaire;1;France;54;Employé administratif d'entreprise;A;Contrat d'apprentissage;15;4EME GENERALE (en collège);75;2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);91;91340;91090;LISSES;4511Z;91;91174;0910846A
11/12;;Chargé d'Affaires en Hautes Technologies (EURIDIS Management);2;TH2-C;326;Informatique, traitement de l'information, réseaux de transmission des données;Informatique, réseaux;219;Asso. gestionnaire dans l'Informatique, les Systèmes d'information, les Télécoms, l'Electronique et Automatisme - AGITEA;372;CFA de l'Informatique, des Télécoms, et de l'Electronique en Ile de France - ITE;2;24;2;2090;0755206B;UFA (L6232-8);Ecole Supérieure d'Ingénieurs Commerciaux Services Informatiques - EURIDIS;62 RUE DU LANDY;;;93066;93210;SAINT-DENIS;2;25;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;61;2EME ANNEE BTS (en lycée);61;2EME ANNEE BTS (en lycée);69;69388;69008;LYON 08;6202A;69;69386;13
11/12;50022713;Installateur thermique (CAP);5;CAP;227;Energie, génie climatique (y compris énergie nucléaire, thermique, hydraulique, utilités : froid, climatis., chauffage);Énergie, climatisation;57;Chambre de Commerce et d'Industrie de Versailles Val d'Oise - Yvelines;369;CFA de la CCIV - ITEDEC;6;24;2;1894;0781897N;Local du CFA;CFA IFABTP;21 rue du Chantier d'Hérubé;;;78029;78410;AUBERGENVILLE;6;17;O;M;Masculin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;23;3EME GENERALE (en collège);73;1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);78;78368;78124;MAREIL-SUR-MAULDRE;4322B;78;78466;0781897N
11/12;25032673;Réseaux et télécommunications spé réseaux et sécurité pour les télécommunications dans l'entreprise (LP EVRY);2;LICENCE PRO;326;Informatique, traitement de l'information, réseaux de transmission des données;Informatique, réseaux;56;Association pour la Promotion et la Gestion d'un Centre d'Enseignement Supérieur par l'Apprentissage à Evry;69;CFA d' Évry Val d'Essonne;110;12;1;887;0912150T;Convention L6231-3;Université d'Evry-Val d'Essonne;Le Pelvoux;34 rue Pelvoux;;91228;91000;EVRY;110;23;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;999;INCONNUE;999;INCONNUE;91;91100;91880;BOUVILLE;6209Z;91;91226;993
11/12;50022136;Pâtissier (CAP);5;CAP;221;Agro-alimentaire, alimentation, cuisine;Agro-alimentaire, alimentation, cuisine;405;CMA Chambre de Métiers et de l'Artisanat de la  Seine et Marne;461;CFA de la Chambre des Métiers et de l'Artisanat de la Seine-et-Marne;89;24;2;2544;0770998S;Annexe du CFA;CFA de la CMA de la Seine et Marne - Annexe de  Meaux;51 avenue des Sablons Bouillants;Zone Industrielle du SUD;;77284;77100;MEAUX;89;17;N;M;Masculin;D;Demi-pensionnaire;3;Autre;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;15;4EME GENERALE (en collège);73;1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);77;77284;77100;MEAUX;1071C;77;77284;0772690F
11/12;50023217;Maçon (CAP);5;CAP;232;Bâtiment : construction et couverture;Bâtiment : construction et couverture;15;Association pour la Formation Professionnelle dans le Bâtiment et Travaux Publics de Seine et Marne;15;CFA du bâtiment et des travaux publics de Seine-et-Marne  - Nangis;30;24;1;41;0771654E;Local du CFA;CFA du BTP de Nangis;3 bis avenue du Général de Gaulle;;;77327;77370;NANGIS;30;16;;M;Masculin;I;Interne;1;France;21;Artisan;A;Contrat d'apprentissage;23;3EME GENERALE (en collège);23;3EME GENERALE (en collège);77;77339;77123;NOISY-SUR-ECOLE;4120A;91;91463;77
11/12;40025506;Electrotechnique énergie équipements communicants (BAC PRO);4;BAC PRO;255;Electricité, électronique (non compris automatismes, productique);Électricité, électronique;57;Chambre de Commerce et d'Industrie de Versailles Val d'Oise - Yvelines;369;CFA de la CCIV - ITEDEC;16;36;2;1894;0781897N;Local du CFA;CFA IFABTP;21 rue du Chantier d'Hérubé;;;78029;78410;AUBERGENVILLE;16;16;O;M;Masculin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;23;3EME GENERALE (en collège);89;1ERE ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE);78;78642;78480;VERNEUIL-SUR-SEINE;3320C;78;78643;0781897N
11/12;50022136;Pâtissier (CAP);5;CAP;221;Agro-alimentaire, alimentation, cuisine;Agro-alimentaire, alimentation, cuisine;405;CMA Chambre de Métiers et de l'Artisanat de la  Seine et Marne;461;CFA de la Chambre des Métiers et de l'Artisanat de la Seine-et-Marne;89;24;1;2544;0770998S;Annexe du CFA;CFA de la CMA de la Seine et Marne - Annexe de  Meaux;51 avenue des Sablons Bouillants;Zone Industrielle du SUD;;77284;77100;MEAUX;89;15;N;M;Masculin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;23;3EME GENERALE (en collège);23;3EME GENERALE (en collège);77;77385;77510;REBAIS;1071C;77;77162;0771658J
11/12;50023218;Couvreur (CAP);5;CAP;232;Bâtiment : construction et couverture;Bâtiment : construction et couverture;57;Chambre de Commerce et d'Industrie de Versailles Val d'Oise - Yvelines;369;CFA de la CCIV - ITEDEC;7;24;2;1894;0781897N;Local du CFA;CFA IFABTP;21 rue du Chantier d'Hérubé;;;78029;78410;AUBERGENVILLE;7;19;O;M;Masculin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;75;2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);73;1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);92;92063;92500;RUEIL-MALMAISON;4322B;92;92022;0781897N
11/12;40031202;Commerce (BAC PRO);4;BAC PRO;312;Commerce, vente;Commerce, vente;102;Centre Interprofessionnel de Formation des Commerces de l'Alimentation;141;CFA des Commerces de l'Alimentation - CIFCA;11;36;2;281;0752068R;Local du CFA;CFA des Commerces de l'Alimentation;14 rue des Fillettes;;;75118;75018;PARIS;11;18;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;89;1ERE ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE);89;1ERE ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE);93;93050;93330;NEUILLY-SUR-MARNE;1071C;75;75110;75
11/12;63199999;DIMA - Dispositif d'Initiation aux Métiers en Alternance (DIMA);6;DIMA;999;Dispositif d'initiation aux métiers en alternance;Dispositif d'initiation aux métiers en alternance;213;Assoc. pour la Formation &le Perfectionnement dans le Bâtiment, les Travaux Publics & activités annexes(Rueil Malmaison);63;CFA du Bâtiment et des Travaux Publics - Rueil Malmaison;33;12;1;15;0921379Z;Local du CFA;CFA du Bâtiment et des Travaux Publics;35 rue Marquis de Coriolis;;;92063;92500;RUEIL-MALMAISON;33;15;;M;Masculin;D;Demi-pensionnaire;1;France;61;Ouvrier qualifié;DIMA;Dispositif d'Initiation aux Métiers en Alternance;5;5EME;5;5EME;78;78646;78000;VERSAILLES;8542Z;75;75103;0781106D
11/12;50023441;Menuisier fabricant de menuiserie, mobilier et agencement (CAP);5;CAP;234;Travail du bois et de l'ameublement;Travail du bois et de l'ameublement;214;Assoc. pour la Formation &le Perfectionnement dans le Bâtiment, les Travaux Publics & activités annexes(Noisy le Grand);46;CFA du Bâtiment et des Travaux Publics de Noisy-le-Grand;22;24;1;84;0931815T;Local du CFA;CFA du Bâtiment et des Travaux Publics;1-3 rue du Ballon;;;93051;93160;NOISY-LE-GRAND;22;16;;M;Masculin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;23;3EME GENERALE (en collège);23;3EME GENERALE (en collège);77;77169;77184;EMERAINVILLE;7311Z;77;77146;77
11/12;50023317;Installateur sanitaire (CAP);5;CAP;233;Bâtiment : finitions;Bâtiment : finition;213;Assoc. pour la Formation &le Perfectionnement dans le Bâtiment, les Travaux Publics & activités annexes(Rueil Malmaison);63;CFA du Bâtiment et des Travaux Publics - Rueil Malmaison;25;24;1;15;0921379Z;Local du CFA;CFA du Bâtiment et des Travaux Publics;35 rue Marquis de Coriolis;;;92063;92500;RUEIL-MALMAISON;25;17;;M;Masculin;D;Demi-pensionnaire;1;France;61;Ouvrier qualifié;A;Contrat d'apprentissage;25;3EME D'INSERTION;25;3EME D'INSERTION;92;92063;92500;RUEIL-MALMAISON;4334Z;94;94071;0920885M
11/12;17025001;Ingénieur diplôme de l'école spéciale de mécanique et d'électricité (ESME);1;ING;250;Spécialités pluri-technologiques mécanique-électricité (y compris maintenance mécanique-électricité);Mécanique et électricité : conception et maintenance;137;Association pour le Développement par les Entreprises de Sections d'Apprentissage;180;CFA des Sections d'Apprentissage Créées par les Entreprises Franciliennes;37;36;2;977;0941953M;Convention L6231-3;Ecole Supérieure de Mécanique et d'Electricité ESME-SUDRIA;38 rue Molière;;;94041;94200;IVRY-SUR-SEINE;37;21;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;61;2EME ANNEE BTS (en lycée);105;APPRENTISSAGE BAC+3 (STATUT APPRENTISSAGE);15;15192;15800;ST JACQUES DES BLATS;3513Z;92;92062;0941953M
11/12;20532608;Sciences, technologies, santé : informatique (LIC Paris 6);2;LIC LMD;326;Informatique, traitement de l'information, réseaux de transmission des données;Informatique, réseaux;57;Chambre de Commerce et d'Industrie de Versailles Val d'Oise - Yvelines;74;CFA de la CCIV-Université Pierre-et-Marie-Curie-Paris VI;28;12;1;1912;0751722P;Local du CFA;CFA UPMC - Université Pierre et Marie Curie;Batiment Esclangon - Atrium;Place Jussieu;;75105;75005;PARIS;28;25;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;67;1ER CYCLE UNIVERSITAIRE (DEUG...);69;AUTRE SCOLARITE SUPERIEURE;75;75113;75013;PARIS;5819Z;75;75108;75
11/12;50023217;Maçon (CAP);5;CAP;232;Bâtiment : construction et couverture;Bâtiment : construction et couverture;214;Assoc. pour la Formation &le Perfectionnement dans le Bâtiment, les Travaux Publics & activités annexes(Noisy le Grand);46;CFA du Bâtiment et des Travaux Publics de Noisy-le-Grand;15;24;1;84;0931815T;Local du CFA;CFA du Bâtiment et des Travaux Publics;1-3 rue du Ballon;;;93051;93160;NOISY-LE-GRAND;15;17;;M;Masculin;D;Demi-pensionnaire;2;Communauté Européenne;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;23;3EME GENERALE (en collège);23;3EME GENERALE (en collège);93;93077;93250;VILLEMOMBLE;4399C;77;77294;93
11/12;32032408;Assistant de manager (BTS);3;BTS;324;Secrétariat, bureautique;Secrétariat, bureautique;57;Chambre de Commerce et d'Industrie de Versailles Val d'Oise - Yvelines;73;CFA de la CCIV - GESCIA;17;24;2;122;0951721E;Local du CFA;CFA CCIV - IFA Pierre-Salvi;24 bis boulevard d'Ormesson;;;95210;95880;ENGHIEN-LES-BAINS;17;19;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;51;TERMINALE GENERALE (en lycée);93;1ERE ANNEE BTS (STATUT APPRENTISSAGE);95;95598;95230;SOISY-SOUS-MONTMORENCY;3522Z;93;93066;0951721E
11/12;50023317;Installateur sanitaire (CAP);5;CAP;233;Bâtiment : finitions;Bâtiment : finition;213;Assoc. pour la Formation &le Perfectionnement dans le Bâtiment, les Travaux Publics & activités annexes(Rueil Malmaison);63;CFA du Bâtiment et des Travaux Publics - Rueil Malmaison;25;24;1;15;0921379Z;Local du CFA;CFA du Bâtiment et des Travaux Publics;35 rue Marquis de Coriolis;;;92063;92500;RUEIL-MALMAISON;25;16;;M;Masculin;D;Demi-pensionnaire;1;France;61;Ouvrier qualifié;A;Contrat d'apprentissage;37;SECONDE PROFESSIONNELLE (1ERE A DE BEP) OU 1ERE A CAP EN 2 ANS (en lycée);37;SECONDE PROFESSIONNELLE (1ERE A DE BEP) OU 1ERE A CAP EN 2 ANS (en lycée);95;95063;95870;BEZONS;4322A;78;78586;0950656X
11/12;50031117;Conducteur routier marchandises (CAP);5;CAP;311;Transport, manutention, magasinage;Transport, logistique;362;Association pour le Développement de la Formation dans le transport - AFT;457;CFA des Métiers du Transport et de la Logistique - Tremblay S/ Maudre;27;24;1;2490;0780762E;Local du CFA;CFATL - CFA des Métiers du Transport et de la Logistique;43 rue du Général de Gaulle;;;78623;78490;LE-TREMBLAY-SUR-MAULDRE;27;17;;M;Masculin;I;Interne;1;France;55;Employé de commerce;A;Contrat d'apprentissage;25;3EME D'INSERTION;25;3EME D'INSERTION;93;93031;93800;EPINAY-SUR-SEINE;4941A;93;93031;93
11/12;40033402;Restauration (BAC PRO);4;BAC PRO;334;Accueil, hôtellerie, tourisme;Accueil, hôtellerie, tourisme;70;Association Professionnelle des Hôteliers, Restaurateurs et Limonadiers;102;CFA des Métiers de l'Hôtellerie - Méderic;33;36;2;178;0751510J;Local du CFA;CFA des Métiers de l'Hôtellerie;20 rue Médéric;;;75117;75017;PARIS;33;17;N;M;Masculin;E;Externe;1;France;21;Artisan;A;Contrat d'apprentissage;39;TERMINALE DE BEP OU 2EME ANNEE CAP EN 2 ANS (en lycée);39;TERMINALE DE BEP OU 2EME ANNEE CAP EN 2 ANS (en lycée);95;95018;95100;ARGENTEUIL;5510Z;75;75108;75
11/12;50025523;Préparation et réalisation d'ouvrages électriques (CAP);5;CAP;255;Electricité, électronique (non compris automatismes, productique);Électricité, électronique;57;Chambre de Commerce et d'Industrie de Versailles Val d'Oise - Yvelines;369;CFA de la CCIV - ITEDEC;12;24;2;1894;0781897N;Local du CFA;CFA IFABTP;21 rue du Chantier d'Hérubé;;;78029;78410;AUBERGENVILLE;12;17;O;M;Masculin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;9;AUTRE SPECIAL MEDICO EDUCATIF (,IME,IMP) (en collège);73;1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);78;78586;78500;SARTROUVILLE;4321A;95;95203;0781897N
11/12;50022131;Cuisine (CAP);5;CAP;221;Agro-alimentaire, alimentation, cuisine;Agro-alimentaire, alimentation, cuisine;36;Association pour le Développement des Métiers de la Table Jean Blat;38;CFA des métiers de la table;65;12;1;73;0752830U;Local du CFA;CFA des Métiers de la Table;17 rue Jacques Ibert;;;75117;75017;PARIS;65;20;N;F;Féminin;E;Externe;2;Communauté Européenne;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;117;AUTRE;117;AUTRE;78;78646;78000;VERSAILLES;5621Z;78;78646;75
11/12;35025101;Génie mécanique et productique (DUT);3;DUT;251;Mécanique générale et de précision, usinage;Mécanique générale et de précision, usinage;56;Association pour la Promotion et la Gestion d'un Centre d'Enseignement Supérieur par l'Apprentissage à Evry;69;CFA d' Évry Val d'Essonne;16;24;2;569;0911990U;Convention L6231-3;Université d'Evry Val-d'Essonne - IUT d'Evry;Centre Romero;Cours Monseigneur Romero;;91228;91000;EVRY;16;23;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;45;TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée);97;1ERE ANNEE DUT (STATUT APPRENTISSAGE);91;91687;91170;VIRY-CHATILLON;3030Z;91;91228;0912119J
11/12;50333002;Services en milieu rural (CAPA);5;CAPA;330;Spécialités plurivalentes sanitaires et sociales;Santé, sanitaire et social;42;EPLEFPA de la Bretonnière;44;CFA de l' EPLEFPA Agricole;37;24;2;484;0771817G;Local du CFA;CFA de l' EPLEFPA La Bretonnière;La Bretonnière;;;77070;77120;CHAILLY-EN-BRIE;37;18;O;M;Masculin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;47;SECONDE GENERALE OU TECHNOLOGIQUE (en lycée);73;1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);77;77405;77750;SAINT-CYR-SUR-MORIN;4752A;77;77448;0771817G
11/12;;Manager en ingénierie de l'informatique des réseaux et des télécoms ITIN-ESCIA (TP NIV 1);1;TH1-C;326;Informatique, traitement de l'information, réseaux de transmission des données;Informatique, réseaux;57;Chambre de Commerce et d'Industrie de Versailles Val d'Oise - Yvelines;71;CFA de la CCIV - ITIN;11;36;2;881;0951848T;Local du CFA;CFA ITIN;Parc Saint-Christophe Pôle Galilée 1;1 avenue de l'Entreprise;;95127;95800;CERGY;11;22;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;95;2EME ANNEE BTS (STATUT APPRENTISSAGE);105;APPRENTISSAGE BAC+3 (STATUT APPRENTISSAGE);95;95574;95390;SAINT-PRIX;6203Z;78;78297;0951848T
11/12;1022104;Pâtisserie, glacerie, chocolaterie, confiserie spécialisée (MC aux CAP);5;MC;221;Agro-alimentaire, alimentation, cuisine;Agro-alimentaire, alimentation, cuisine;26;Centre National de Formation, de Perfectionnement et de Promotion Sociale de la Charcuterie - CEPROC;28;CFA des Métiers de la Gastronomie;24;12;1;61;0750768C;Local du CFA;CEPROC;19 rue Goubet;;;75119;75019;PARIS;24;23;;F;Féminin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;111;EMPLOI (Y COMPRIS CES);75;2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);78;78073;78390;BOIS-D'ARCY;5621Z;78;78490;0750768C
11/12;;Décorateur étalagiste visuel marchandiseur (TH);3;TH3-C;312;Commerce, vente;Commerce, vente;57;Chambre de Commerce et d'Industrie de Versailles Val d'Oise - Yvelines;72;CFA de la CCIV-Adolphe Chauvin;39;24;2;121;0951286G;Local du CFA;CFA CCIV - IFA Adolphe-Chauvin;22 rue des Beaux Soleils;;;95476;95520;OSNY;39;25;;F;Féminin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;111;EMPLOI (Y COMPRIS CES);103;APPRENTISSAGE BAC+2 (AUTRE QUE BTS OU DUT) (STATUT APPRENTISSAGE);75;75120;75020;PARIS;4711E;75;75120;0951286G
11/12;32020110;Maintenance industrielle (BTS);3;BTS;201;Techno. de commandes des transformations industrielles (automatismes et robotique industriels,informatique industrielle);Technologies et management de la production;325;AFORP - Association pour la Formation et le Perfectionnement du personnel des entreprises industrielles;416;CFA de l'AFORP;25;24;1;2336;0921273J;Local du CFA;AFORP Asnières-sur-Seine;18-20 rue Paul Déroulède;;;92004;92600;ASNIERES-SUR-SEINE;25;20;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;45;TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée);92;3EME ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE);95;95210;95880;ENGHIEN-LES-BAINS;9321Z;99;99000;95
11/12;50025523;Préparation et réalisation d'ouvrages électriques (CAP);5;CAP;255;Electricité, électronique (non compris automatismes, productique);Électricité, électronique;405;CMA Chambre de Métiers et de l'Artisanat de la  Seine et Marne;461;CFA de la Chambre des Métiers et de l'Artisanat de la Seine-et-Marne;100;24;2;2544;0770998S;Annexe du CFA;CFA de la CMA de la Seine et Marne - Annexe de  Meaux;51 avenue des Sablons Bouillants;Zone Industrielle du SUD;;77284;77100;MEAUX;100;16;N;M;Masculin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;23;3EME GENERALE (en collège);73;1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);77;77284;77100;MEAUX;4321A;77;77053;0772690F
11/12;13531073;Droit, économie, gestion : management des technologies de l'information et de la communication (MASTER CERGY);1;MASTER PRO;310;Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités);Administration et management des entreprises;137;Association pour le Développement par les Entreprises de Sections d'Apprentissage;180;CFA des Sections d'Apprentissage Créées par les Entreprises Franciliennes;55;25;1;1981;0951793H;Convention L6231-3;Université de Cergy-Pontoise;33 boulevard du Port;;;95127;95800;CERGY-PONTOISE;55;21;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;69;AUTRE SCOLARITE SUPERIEURE;69;AUTRE SCOLARITE SUPERIEURE;95;95598;95230;SOISY-SOUS-MONTMORENCY;6831Z;75;75110;993
11/12;40025506;Electrotechnique énergie équipements communicants (BAC PRO);4;BAC PRO;255;Electricité, électronique (non compris automatismes, productique);Électricité, électronique;405;CMA Chambre de Métiers et de l'Artisanat de la  Seine et Marne;461;CFA de la Chambre des Métiers et de l'Artisanat de la Seine-et-Marne;101;36;1;2544;0770998S;Annexe du CFA;CFA de la CMA de la Seine et Marne - Annexe de  Meaux;51 avenue des Sablons Bouillants;Zone Industrielle du SUD;;77284;77100;MEAUX;101;16;N;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;47;SECONDE GENERALE OU TECHNOLOGIQUE (en lycée);47;SECONDE GENERALE OU TECHNOLOGIQUE (en lycée);77;77385;77510;REBAIS;8020Z;51;51579;0772685A
11/12;50025523;Préparation et réalisation d'ouvrages électriques (CAP);5;CAP;255;Electricité, électronique (non compris automatismes, productique);Électricité, électronique;214;Assoc. pour la Formation &le Perfectionnement dans le Bâtiment, les Travaux Publics & activités annexes(Noisy le Grand);46;CFA du Bâtiment et des Travaux Publics de Noisy-le-Grand;21;24;1;84;0931815T;Local du CFA;CFA du Bâtiment et des Travaux Publics;1-3 rue du Ballon;;;93051;93160;NOISY-LE-GRAND;21;18;;M;Masculin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;117;AUTRE;117;AUTRE;77;77350;77330;OZOIR-LA-FERRIERE;4321A;77;77373;77
